idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
23,77000,Hipoteca,7,Educativo,A,10000,7.88,0,0.13,N,4
27,89904,Aluguel,1,Educativo,B,10000,10,0,0.11,N,5
23,59000,Hipoteca,7,Educativo,A,9000,8.49,0,0.15,N,3
39,63000,Hipoteca,0,Personal,A,15000,NULL,0,0.24,N,15
26,300000,Própria,9,Melhora do lar,B,10000,10.38,0,0.03,N,4
35,23000,Aluguel,13,Médico,A,6500,8.63,0,0.28,N,6
22,45000,Aluguel,6,Médico,B,11000,9.88,0,0.24,N,2
23,90000,Hipoteca,7,Educativo,B,8000,10.36,0,0.09,N,3
27,51000,Aluguel,9,Personal,B,1600,10.59,0,0.03,N,8
26,70000,Hipoteca,1,Médico,C,7000,14.26,0,0.1,S,4
53,105000,Aluguel,1,Educativo,A,12000,6.91,0,0.11,N,23
22,47000,Aluguel,6,Pagamento de débitos,A,12000,6.03,0,0.26,N,3
27,41000,Aluguel,4,Pagamento de débitos,C,8000,12.84,1,0.2,S,10
22,58170,Aluguel,1,Educativo,A,3000,9.07,1,0.05,N,2
26,71000,Aluguel,10,Melhora do lar,C,8000,13.49,0,0.11,S,4
23,77927,Hipoteca,7,Educativo,C,15000,12.99,0,0.19,S,4
22,85000,Aluguel,0,Pagamento de débitos,A,10000,7.66,0,0.12,N,3
31,351699,Aluguel,7,Melhora do lar,D,10500,15.7,0,0.03,N,9
24,135000,Hipoteca,8,Médico,A,17000,6.17,0,0.13,N,4
25,33000,Aluguel,1,Médico,B,14125,9.91,1,0.43,N,3
25,50000,Hipoteca,9,Empreendimento,A,18650,7.9,0,0.37,N,4
29,50000,Hipoteca,4,Personal,B,21850,12.42,0,0.44,N,9
47,18000,Aluguel,4,Médico,A,2000,7.29,0,0.11,N,11
25,76000,Aluguel,4,Educativo,C,13200,12.23,0,0.17,N,4
26,69000,Hipoteca,10,Pagamento de débitos,D,6200,15.99,1,0.09,S,3
30,95000,Hipoteca,4,Médico,B,5600,11.63,0,0.06,N,5
24,60000,Hipoteca,0,Personal,B,15000,11.89,0,0.25,N,2
31,24000,Aluguel,2,Personal,A,3000,7.49,0,0.13,N,8
25,42500,Aluguel,1,Personal,C,8000,NULL,0,0.19,S,4
30,85000,Hipoteca,0,Melhora do lar,C,18000,13.06,0,0.21,N,5
31,80004,Hipoteca,NULL,NULL,B,1400,16.77,1,0.07,S,6
22,36000,Própria,6,Educativo,B,14500,10.99,0,0.4,N,3
31,75000,Hipoteca,4,Pagamento de débitos,B,13800,NULL,0,0.18,N,9
24,85000,Aluguel,6,Personal,C,10000,13.72,0,0.12,S,2
53,95000,Própria,24,Personal,A,6000,5.42,0,0.06,N,30
21,45996,Própria,5,Empreendimento,A,10000,5.79,0,0.22,N,3
22,40000,Hipoteca,2,Personal,A,8100,7.14,0,0.2,N,3
27,19200,Própria,3,Personal,A,8000,8.9,1,0.42,N,8
31,30000,Hipoteca,3,Personal,A,9450,8.49,0,0.32,N,8
24,89523,Aluguel,8,Personal,B,3000,10.25,0,0.03,N,3
37,50000,Hipoteca,6,Médico,B,16000,NULL,0,0.32,N,12
25,44000,Hipoteca,6,Melhora do lar,A,7000,6.03,0,0.16,N,3
26,64000,Hipoteca,2,Personal,D,8000,14.96,0,0.13,S,2
25,48500,Outro,1,Educativo,E,19500,15.57,1,0.4,N,4
29,260000,Hipoteca,0,Melhora do lar,B,20000,10.37,0,0.08,N,6
43,77000,Hipoteca,3,Educativo,A,12000,5.99,0,0.16,N,16
NULL,45806,Aluguel,5,Educativo,D,6250,12.87,0,NULL,S,4
23,77000,Aluguel,3,Empreendimento,B,1150,10.95,0,0.01,N,2
34,130000,Aluguel,2,Empreendimento,B,8000,10.99,0,0.06,N,10
28,103000,Aluguel,0,Educativo,D,8000,14.61,1,0.08,N,10
25,37596,Hipoteca,3,Personal,B,12000,11.99,0,0.32,N,4
27,101004,Hipoteca,3,Médico,B,12000,NULL,0,0.12,N,9
24,42300,Aluguel,8,NULL,B,7500,12.69,0,0.36,N,3
25,12816,Própria,0,Pagamento de débitos,C,3000,12.87,1,0.23,S,4
25,62903,Hipoteca,9,Médico,B,3000,10.65,1,0.04,N,2
24,130000,Hipoteca,4,Melhora do lar,B,25000,10.74,0,0.19,N,3
22,56000,Aluguel,4,Empreendimento,D,2800,15.31,0,0.05,S,2
23,36000,Aluguel,0,Educativo,A,2425,8.49,0,0.07,N,4
28,32400,Aluguel,3,Médico,D,4900,14.12,1,0.15,N,7
30,30000,Aluguel,2,Personal,C,8000,13.22,0,0.27,S,9
42,160000,Hipoteca,0,Médico,A,22000,6.99,0,0.14,N,16
26,126000,Hipoteca,4,Melhora do lar,C,7500,13.92,0,0.06,N,3
22,30000,Aluguel,3,Educativo,C,4100,14.26,0,0.14,S,3
32,39270,Aluguel,5,Educativo,C,6800,12.99,0,0.17,S,7
23,75000,Hipoteca,0,Pagamento de débitos,A,12000,6.92,0,0.16,N,4
29,70000,Hipoteca,7,Médico,B,4000,11.86,0,0.06,N,6
23,71004,Própria,1,Educativo,C,15000,13.47,0,0.21,S,3
24,70000,Aluguel,3,Educativo,B,25000,11.86,1,0.36,N,4
28,46551,Hipoteca,12,Empreendimento,A,5000,NULL,0,0.11,N,7
30,40000,Aluguel,NULL,Empreendimento,A,15000,13.49,0,NULL,S,4
24,115500,Hipoteca,8,Melhora do lar,A,10000,7.75,0,0.09,N,4
23,70000,Aluguel,4,Educativo,A,6000,7.49,0,0.09,N,3
35,24996,Aluguel,2,Pagamento de débitos,B,6200,NULL,0,0.25,N,5
30,36000,Hipoteca,1,Pagamento de débitos,A,15000,6.62,0,0.42,N,9
23,36000,Aluguel,0,Personal,C,3000,NULL,1,0.08,N,4
29,78000,Própria,13,Empreendimento,A,14400,NULL,0,0.18,N,7
38,25000,Aluguel,1,Educativo,A,1000,8,0,0.04,N,16
25,60000,Hipoteca,9,Personal,C,10200,13.92,0,0.17,S,4
28,39000,Aluguel,6,Pagamento de débitos,A,5000,5.99,1,0.13,N,7
23,84000,Aluguel,5,Empreendimento,A,6000,6.99,0,0.07,N,3
22,30000,Hipoteca,6,Pagamento de débitos,C,5000,13.23,0,0.17,N,4
26,96000,Aluguel,6,Personal,C,19000,13.22,0,0.2,S,2
28,75000,Hipoteca,5,Empreendimento,B,10000,12.21,0,0.13,N,5
33,153000,Hipoteca,1,Melhora do lar,D,23100,14.74,1,0.15,S,9
31,55000,Aluguel,2,Médico,B,10000,12.42,0,0.18,N,7
26,88800,Hipoteca,10,Médico,B,10000,11.36,0,0.11,N,3
32,33600,Própria,0,Empreendimento,D,8000,16.02,0,0.24,N,8
21,80000,Aluguel,6,Empreendimento,A,18000,7.9,0,0.23,N,2
26,91800,Hipoteca,10,Médico,E,10000,16.32,1,0.09,S,4
21,34000,Aluguel,4,Educativo,B,1800,11.49,0,0.05,N,4
32,29000,Própria,0,Personal,A,2000,8.49,0,0.07,N,8
33,170004,Hipoteca,17,Personal,A,12000,7.51,0,0.07,N,9
26,60000,Hipoteca,NULL,Educativo,A,10000,6.03,0,0.17,N,4
39,90000,Hipoteca,15,Empreendimento,A,10500,7.66,0,0.12,N,12
23,62000,Aluguel,1,Pagamento de débitos,A,10000,8.94,0,0.16,N,2
27,107000,Hipoteca,11,Empreendimento,B,35000,9.63,0,0.33,N,7
30,85000,Hipoteca,14,Médico,A,6000,5.42,0,0.07,N,8
30,39962,Hipoteca,5,Pagamento de débitos,B,3200,9.7,0,0.08,N,7
33,58344,Aluguel,5,Empreendimento,D,11975,16.29,0,0.21,S,9
NULL,62047,Aluguel,9,Médico,E,4800,12.21,0,0.07,NULL,5
32,62000,Aluguel,8,Empreendimento,D,10000,17.27,1,0.16,S,7
26,100000,Aluguel,3,Pagamento de débitos,C,3000,13.57,0,0.03,N,3
22,NULL,NULL,2,Educativo,D,5000,10.99,0,0.05,N,4
24,72000,Aluguel,8,Personal,C,3200,13.92,0,0.04,N,3
26,66000,Aluguel,3,Melhora do lar,B,25000,11.58,1,0.38,N,4
29,42000,Aluguel,3,Médico,D,5000,15.99,0,0.12,S,6
23,45000,Aluguel,2,Educativo,B,9600,10.25,0,0.21,N,2
22,37200,Aluguel,6,Personal,B,10000,NULL,1,0.27,N,2
38,35427,Aluguel,3,Personal,C,5950,11.72,0,0.17,S,11
24,50000,Aluguel,3,Personal,A,10000,7.49,0,0.2,N,2
38,110000,Aluguel,5,Melhora do lar,A,20000,6.91,0,0.18,N,13
45,34000,Aluguel,1,Educativo,A,5000,NULL,1,0.15,N,11
24,45295,Aluguel,8,Pagamento de débitos,D,19650,15.37,1,0.43,S,2
24,50000,Aluguel,3,Médico,C,3000,NULL,1,0.06,N,2
27,73660,Aluguel,4,Melhora do lar,E,12000,14.18,0,0.16,N,7
32,56000,Hipoteca,5,Personal,A,10000,7.14,0,0.18,N,8
23,120000,Hipoteca,7,Empreendimento,C,6000,13.06,0,0.05,N,4
21,42000,Aluguel,4,Educativo,A,12500,8.94,0,0.3,N,2
32,25000,Aluguel,12,Empreendimento,B,5500,11.11,0,0.22,N,10
22,84996,Aluguel,6,Empreendimento,C,5000,12.23,0,0.06,S,3
25,63000,Hipoteca,3,Personal,C,3000,13.47,0,0.05,S,2
23,99996,Aluguel,3,Pagamento de débitos,A,22000,7.88,0,0.22,N,4
21,35000,Aluguel,0,Personal,F,8000,19.79,1,0.23,S,4
27,56400,Aluguel,1,Empreendimento,B,9700,8.88,0,0.17,N,10
23,75000,Aluguel,1,Empreendimento,B,6000,12.42,0,0.08,N,3
34,63500,Hipoteca,18,Melhora do lar,A,5125,8.49,0,0.08,N,5
29,54000,Hipoteca,8,Pagamento de débitos,A,7500,7.49,1,0.14,N,9
25,79000,Hipoteca,9,Médico,A,10000,5.79,0,0.13,N,3
26,65000,Hipoteca,11,Melhora do lar,A,10950,7.88,0,0.17,N,2
36,32000,Hipoteca,9,Educativo,B,5000,8.88,0,0.16,N,13
30,37000,Aluguel,2,Educativo,B,2600,9.25,0,0.07,N,7
27,83000,Hipoteca,11,Empreendimento,C,2500,13.99,0,0.03,S,8
23,54500,Aluguel,2,Pagamento de débitos,A,8000,NULL,0,0.15,N,2
22,69700,Aluguel,4,Educativo,B,11200,NULL,0,0.16,N,2
33,60000,Própria,8,Educativo,C,8350,11.34,0,0.14,S,7
33,80001,Aluguel,6,Educativo,E,21600,18.64,1,0.27,N,10
27,80000,Aluguel,3,Pagamento de débitos,B,4000,12.69,0,0.05,N,8
22,75000,Aluguel,3,Educativo,B,10600,10.99,0,0.14,N,3
25,40000,Hipoteca,1,Melhora do lar,A,4000,7.29,0,0.1,N,2
27,45000,Hipoteca,4,Médico,A,5000,6.03,0,0.11,N,9
27,70000,Hipoteca,11,Pagamento de débitos,A,25000,7.66,0,0.36,N,5
27,60000,Hipoteca,3,Educativo,C,5000,12.73,0,0.08,S,8
29,115500,Aluguel,1,Educativo,B,20000,10.46,0,0.17,N,9
26,90000,Aluguel,0,Educativo,B,5525,11.36,0,0.06,N,4
21,39600,Hipoteca,5,Médico,A,6400,6.91,1,0.16,N,2
25,180000,Hipoteca,9,Melhora do lar,B,14400,NULL,0,0.08,N,2
24,115000,Própria,8,Pagamento de débitos,D,35000,16.89,0,0.3,S,4
24,60000,Hipoteca,8,Médico,A,13000,7.29,0,0.22,N,2
28,75000,Aluguel,0,Médico,B,10500,9.63,0,0.14,N,10
26,94000,NULL,8,Personal,A,19000,6.99,1,0.45,NULL,3
36,77000,Hipoteca,7,Personal,A,6000,6.99,0,0.08,N,12
28,95000,Própria,4,Melhora do lar,B,25000,9.62,0,0.26,N,8
42,101000,Hipoteca,6,Pagamento de débitos,F,25000,16.15,1,0.25,S,17
36,60000,Hipoteca,2,Educativo,C,8000,13.92,0,0.13,N,15
30,85332,Aluguel,3,Empreendimento,C,14000,14.22,0,0.16,N,7
24,45000,Aluguel,5,Médico,C,1300,13.61,0,0.03,S,4
29,92000,Hipoteca,8,Educativo,B,10000,11.26,0,0.11,N,8
33,40000,Aluguel,NULL,Pagamento de débitos,NULL,14000,13.22,0,0.29,S,14
44,44000,Hipoteca,2,Empreendimento,C,5000,12.23,1,0.11,S,12
30,21600,Aluguel,1,Personal,B,1500,11.71,1,0.07,N,9
25,115000,Aluguel,2,Empreendimento,B,8000,11.71,0,0.07,N,4
26,62000,Hipoteca,NULL,NULL,A,2100,15.99,1,0.22,N,2
23,65004,Aluguel,0,Empreendimento,C,3000,13.61,0,0.05,S,3
22,52000,Hipoteca,6,Educativo,C,9750,13.06,0,0.19,S,2
27,58000,Aluguel,1,Empreendimento,B,8000,11.36,0,0.14,N,7
25,102000,Hipoteca,7,Melhora do lar,G,25000,20.16,1,0.25,S,4
23,62000,Hipoteca,2,Personal,A,10000,NULL,0,0.16,N,2
23,84996,Hipoteca,5,Médico,B,5000,10.95,0,0.06,N,3
22,27800,Aluguel,3,Médico,A,6800,8.49,0,0.24,N,3
22,30000,Própria,6,Empreendimento,A,6000,7.49,0,0.2,N,3
26,36000,Hipoteca,10,Personal,B,18000,10.39,0,0.5,N,2
25,60000,Aluguel,5,Melhora do lar,A,10000,7.14,0,0.17,N,4
31,34000,Aluguel,2,Melhora do lar,D,7500,15.58,1,0.22,N,5
28,38000,Aluguel,12,Personal,A,3200,9.63,0,0.08,N,9
33,150000,Própria,14,Empreendimento,B,21000,11.83,0,0.14,N,9
22,43000,Aluguel,5,Empreendimento,B,2400,10.99,0,0.06,N,4
24,65000,Hipoteca,7,Empreendimento,A,6000,5.42,0,0.09,N,3
24,53636,Aluguel,8,Educativo,B,4000,10.62,0,0.07,N,2
32,86004,Hipoteca,16,Pagamento de débitos,A,8000,5.79,0,0.09,N,5
53,NULL,Aluguel,0,Médico,A,3000,8.94,NULL,0.13,N,4
24,155000,Aluguel,8,Educativo,B,18000,10.62,0,0.12,N,4
49,42000,Hipoteca,12,Médico,A,3000,8.9,0,0.07,N,15
25,5000,Aluguel,0,Empreendimento,B,1000,9.64,1,0.2,N,4
24,34320,Aluguel,5,Médico,E,14400,16.82,1,0.42,S,3
25,66000,Aluguel,7,Pagamento de débitos,B,6500,10.25,0,0.1,N,3
31,46300,Hipoteca,16,Personal,A,7500,7.88,0,0.16,N,6
23,40000,Aluguel,3,Educativo,B,8000,11.49,0,0.2,N,3
32,85000,Aluguel,7,Pagamento de débitos,B,6000,11.71,0,0.07,N,5
24,35004,Hipoteca,5,Educativo,A,7000,5.42,0,0.2,N,3
23,57000,Própria,7,Educativo,B,4200,10.51,0,0.07,N,3
21,40000,Aluguel,4,Empreendimento,A,5000,5.79,0,0.13,N,2
24,90000,Aluguel,4,Personal,B,12000,9.91,0,0.13,N,2
35,46900,Aluguel,14,Médico,C,14000,14.27,0,0.3,S,5
37,72800,Hipoteca,0,Educativo,B,23000,11.58,0,0.32,N,17
24,171500,Aluguel,6,Pagamento de débitos,A,18000,8.9,0,0.1,N,4
25,50000,Aluguel,3,Educativo,D,12000,14.59,NULL,0.23,NULL,3
23,159996,Hipoteca,2,Personal,A,12000,5.42,0,0.08,N,4
22,50000,Aluguel,6,Empreendimento,C,18000,13.79,1,0.36,N,2
28,38000,Própria,13,Empreendimento,A,6425,5.42,0,0.17,N,8
23,24000,Aluguel,0,Pagamento de débitos,B,6000,NULL,0,0.25,N,2
33,100000,Hipoteca,8,Pagamento de débitos,A,6400,7.29,0,0.06,N,9
24,90000,Hipoteca,3,Médico,A,3000,NULL,0,0.03,N,4
26,47000,Aluguel,5,Personal,C,9500,12.87,0,0.2,N,4
23,90000,Hipoteca,6,Personal,B,15000,9.99,1,0.17,N,3
22,31000,Aluguel,0,Pagamento de débitos,B,12000,10.25,1,0.39,N,4
25,54000,Aluguel,3,Melhora do lar,E,25000,16.82,1,0.46,N,4
30,55000,Hipoteca,1,Personal,B,6500,10.99,0,0.12,N,9
NULL,50950,NULL,5,Melhora do lar,B,3000,10.25,0,0.03,N,3
32,65000,Aluguel,2,Médico,C,19000,12.84,0,0.29,S,5
24,79632,Hipoteca,8,Educativo,C,7200,14.17,0,0.09,S,3
25,36480,Aluguel,4,Pagamento de débitos,A,5000,6.54,0,0.14,N,2
27,100000,Hipoteca,0,Melhora do lar,A,5000,8.07,0,0.05,N,10
23,33500,Aluguel,2,Educativo,E,2500,15.68,1,0.07,S,4
29,89520,Própria,13,Médico,C,8000,13.23,0,0.09,N,10
22,60000,Hipoteca,6,Empreendimento,D,24250,15.31,0,0.4,S,2
29,50000,Hipoteca,5,Personal,B,8000,10.37,0,0.16,N,7
21,31680,Aluguel,5,Médico,C,15000,12.61,1,0.47,S,4
22,24960,Aluguel,0,Empreendimento,A,2500,7.51,0,0.1,N,2
21,60000,Própria,0,Empreendimento,D,16000,NULL,0,0.27,N,2
26,152004,Hipoteca,8,Educativo,A,5800,7.88,0,0.04,N,3
34,30000,Aluguel,4,Empreendimento,B,3350,10.99,0,0.11,N,10
23,103000,Hipoteca,6,Pagamento de débitos,C,4000,13.49,0,0.04,N,2
28,100000,Hipoteca,13,Empreendimento,A,13000,8.59,0,0.13,N,5
21,155800,Hipoteca,2,Médico,B,18000,11.26,0,0.12,N,3
41,47508,Aluguel,3,Pagamento de débitos,B,10000,10.74,0,0.21,N,16
NULL,23920,Aluguel,NULL,Médico,C,12000,9.91,0,0.3,N,15
25,31000,Aluguel,0,Personal,A,5000,8.94,0,0.16,N,2
34,65200,Hipoteca,13,Empreendimento,A,8000,6.92,0,0.12,N,7
22,78000,Hipoteca,6,Melhora do lar,D,25000,16.77,1,0.32,N,2
21,25200,Aluguel,3,Médico,C,8500,13.61,1,0.34,S,2
23,50000,Hipoteca,7,Pagamento de débitos,F,13750,18.43,1,0.28,N,3
23,100000,Própria,0,Empreendimento,C,1000,14.26,0,0.01,N,3
25,54000,Aluguel,1,Personal,D,20000,15.65,1,0.37,S,3
29,60000,Aluguel,2,Personal,C,12000,14.22,0,0.2,S,6
36,95000,Aluguel,3,Empreendimento,A,7375,8.94,0,0.08,N,15
29,159996,Própria,1,Melhora do lar,B,10000,11.86,0,0.06,N,7
25,85000,Própria,1,Melhora do lar,C,5000,13.79,0,0.06,S,2
37,78000,Hipoteca,5,Pagamento de débitos,B,12000,9.83,0,0.15,N,11
23,38000,Aluguel,0,Pagamento de débitos,A,7200,7.9,0,0.19,N,4
29,28000,Aluguel,2,Personal,D,5000,16.07,1,0.18,N,8
21,75000,Hipoteca,5,Educativo,A,5400,7.29,0,0.07,N,3
22,70600,Hipoteca,6,Médico,C,7450,13.06,0,0.11,S,4
31,41053,Hipoteca,1,Personal,A,12000,NULL,0,0.29,N,7
22,27000,Aluguel,NULL,Educativo,A,15000,NULL,0,0.18,S,8
23,15000,Hipoteca,0,Personal,C,3600,13.47,1,0.24,N,4
32,72000,Aluguel,5,Empreendimento,A,6000,8.49,0,0.08,N,10
22,12600,Hipoteca,NULL,Personal,A,2000,5.42,1,0.16,N,4
26,300000,Hipoteca,0,Educativo,D,25000,15.33,0,0.08,N,3
27,69996,Aluguel,12,Personal,A,5000,9.63,0,0.07,N,5
24,55782,Aluguel,3,Pagamento de débitos,A,17000,7.51,0,0.3,N,3
23,41004,Hipoteca,8,Empreendimento,A,10000,9.32,0,0.24,N,4
33,72000,Hipoteca,NULL,Personal,A,5000,6.99,0,0.07,N,5
26,46000,Aluguel,3,Médico,D,11000,16.29,1,0.24,S,3
24,110000,Aluguel,5,Personal,A,12000,7.9,0,0.11,N,3
27,92508,Hipoteca,11,Personal,A,13000,7.14,0,0.14,N,5
22,57200,Hipoteca,4,Educativo,A,7000,7.51,0,0.12,N,2
25,125000,Hipoteca,9,Educativo,B,12000,9.91,0,0.1,N,3
29,54000,Hipoteca,1,Personal,G,25000,20.16,1,0.46,S,8
32,37500,Aluguel,6,Médico,A,5000,6.03,0,0.13,N,9
26,30000,Própria,3,Personal,B,12000,11.36,0,0.4,N,3
40,165000,Hipoteca,18,Pagamento de débitos,A,9000,7.51,0,0.05,N,16
27,35000,Aluguel,3,Educativo,B,10000,9.88,0,0.29,N,9
29,42000,Aluguel,13,Personal,C,9000,13.06,0,0.21,N,5
26,70000,Aluguel,3,Personal,A,6000,8.49,0,0.09,N,4
26,55000,Aluguel,10,Médico,A,8400,8.94,0,0.15,N,3
23,39800,Hipoteca,NULL,Médico,B,20000,14.54,1,0.23,S,11
22,57564,Hipoteca,6,Pagamento de débitos,B,21000,11.48,0,0.36,N,3
22,32500,Hipoteca,6,Educativo,A,2500,6.99,0,0.08,N,2
26,115600,Hipoteca,4,Empreendimento,A,9925,7.29,0,0.09,N,4
42,125000,NULL,5,NULL,A,2000,6.39,0,0.04,N,5
27,87360,Aluguel,1,Pagamento de débitos,C,7500,12.54,0,0.09,S,8
25,90000,Hipoteca,9,Médico,A,6000,6.99,0,0.07,N,3
36,70000,Hipoteca,6,Pagamento de débitos,A,6000,5.42,0,0.09,N,16
21,40000,Aluguel,5,Educativo,A,10000,NULL,0,0.25,N,2
25,125000,Hipoteca,9,Personal,B,12000,11.11,0,0.1,N,3
33,42000,Aluguel,12,Empreendimento,D,14000,15.7,1,0.33,S,8
26,172500,Aluguel,3,Melhora do lar,B,20000,11.83,0,0.12,N,2
24,112689,Hipoteca,6,Personal,B,24000,9.99,0,0.21,N,4
23,107806,Aluguel,3,Empreendimento,B,11425,10.37,0,0.11,N,3
25,99275,Aluguel,1,Personal,C,10000,14.65,0,0.1,S,3
27,102500,Hipoteca,3,Melhora do lar,B,8000,10.59,0,0.08,N,6
27,26004,Aluguel,7,Empreendimento,A,6000,7.14,0,0.23,N,5
28,55000,Aluguel,5,Personal,C,16000,13.98,0,0.29,S,9
25,67675,Hipoteca,9,Médico,C,3000,14.35,0,0.04,N,3
31,180000,Própria,15,Educativo,B,10000,11.71,0,0.06,N,7
30,45000,Aluguel,4,Empreendimento,D,10000,13.36,0,0.22,N,9
30,54000,Aluguel,2,Melhora do lar,E,5000,15.13,1,0.09,N,7
25,135000,Hipoteca,9,Melhora do lar,D,10000,15.62,0,0.07,S,3
25,45000,Aluguel,1,Médico,B,12500,10.37,0,0.28,N,3
22,30000,Aluguel,0,Personal,A,8000,9.32,0,0.27,N,4
22,145000,Hipoteca,6,Personal,A,12000,6.92,0,0.08,N,4
28,159000,Hipoteca,3,Personal,B,15000,11.86,0,0.09,N,8
22,55000,Hipoteca,7,Médico,B,13500,9.67,0,0.25,N,2
24,21000,Aluguel,2,Médico,B,1800,10.65,0,0.09,N,2
25,19200,Aluguel,0,Pagamento de débitos,C,3800,14.35,1,0.2,S,4
21,41900,Aluguel,2,Empreendimento,C,16000,12.84,1,0.38,S,2
28,200000,Aluguel,0,Personal,C,16000,10.91,0,0.08,S,9
24,33321,Própria,4,Empreendimento,C,12250,13.11,0,0.37,S,4
29,115000,Hipoteca,13,Pagamento de débitos,A,5000,6.03,0,0.04,N,9
26,45000,Aluguel,3,Educativo,B,15000,8.88,1,0.33,N,3
33,49000,Aluguel,2,Empreendimento,B,6000,10.99,0,0.12,N,6
24,28932,Hipoteca,4,Personal,C,10000,NULL,0,0.35,S,2
28,75000,Hipoteca,12,Pagamento de débitos,C,15250,11.34,0,0.2,S,7
28,200000,Aluguel,4,Empreendimento,D,25000,15.33,0,0.13,S,7
22,19200,Hipoteca,6,Pagamento de débitos,C,5000,14.17,1,0.26,S,2
25,52000,Hipoteca,3,Médico,A,6000,9.32,0,0.12,N,2
29,25000,Própria,5,Médico,C,10000,13.49,0,0.4,S,5
32,750000,Hipoteca,2,Pagamento de débitos,B,30000,9.91,0,0.04,N,8
24,42000,Aluguel,0,Médico,C,3000,12.73,0,0.07,N,4
20,32652,Hipoteca,0,Personal,D,6000,14.61,1,0.18,N,4
48,19200,Própria,1,Médico,C,7000,NULL,1,0.36,N,16
37,63000,Aluguel,2,Pagamento de débitos,B,11000,NULL,0,0.17,N,16
32,28000,Hipoteca,7,Médico,D,6000,15.21,1,0.21,N,9
27,86875,Hipoteca,5,Empreendimento,B,8000,10.59,0,0.09,N,10
28,110000,Hipoteca,3,Empreendimento,A,11000,5.79,0,0.1,N,5
35,60000,Própria,1,Personal,D,5000,15.7,0,0.08,N,9
24,16800,Hipoteca,NULL,NULL,A,7500,8.9,NULL,0.09,N,6
24,36100,Aluguel,3,Educativo,B,8400,11.26,0,0.23,N,4
23,132000,Hipoteca,7,Personal,C,9000,11.34,0,0.07,S,3
25,36852,Aluguel,1,Educativo,B,6000,12.42,0,0.16,N,2
27,60000,Hipoteca,4,Empreendimento,A,8000,7.88,0,0.13,N,8
42,300000,Hipoteca,0,Personal,D,10000,17.27,0,0.03,S,14
26,45000,Aluguel,6,Médico,A,3575,NULL,0,0.08,N,2
22,54000,Hipoteca,0,Educativo,B,4000,11.14,1,0.07,N,3
30,85000,Aluguel,14,Personal,B,7000,10.65,0,0.08,N,9
29,40000,Hipoteca,13,Empreendimento,A,1400,5.99,0,0.04,N,9
24,55152,Hipoteca,8,Personal,B,16000,11.49,0,0.29,N,2
26,74500,Aluguel,8,Empreendimento,B,5000,11.36,0,0.07,N,2
30,117500,Hipoteca,0,Educativo,A,13500,8.49,0,0.11,N,7
30,45000,Hipoteca,5,Empreendimento,B,8000,10.36,0,0.18,N,9
29,95000,Aluguel,0,NULL,B,10000,12.69,0,0.17,NULL,5
25,125000,Aluguel,9,Empreendimento,D,6500,14.61,0,0.05,N,3
24,70000,Hipoteca,8,Médico,B,1600,10.99,0,0.02,N,3
28,30000,Aluguel,1,Educativo,C,4800,13.47,0,0.16,N,8
27,118000,Aluguel,1,Personal,D,13425,15.99,1,0.11,S,10
24,115000,Aluguel,1,Melhora do lar,A,5000,8.9,0,0.04,N,3
36,48000,Hipoteca,6,Empreendimento,A,1500,8.9,0,0.03,N,16
30,145000,Hipoteca,4,Pagamento de débitos,B,6000,10.59,0,0.04,N,8
22,39860,Aluguel,6,Personal,B,8000,11.11,0,0.2,N,3
24,37000,Hipoteca,8,Melhora do lar,B,10000,NULL,1,0.27,N,2
27,71000,Aluguel,9,Pagamento de débitos,B,4200,NULL,0,0.06,N,5
25,30000,Aluguel,NULL,Educativo,A,5000,7.9,0,0.17,N,3
NULL,35000,Aluguel,9,Educativo,A,7000,11.49,NULL,0.22,N,2
22,52000,Hipoteca,5,Educativo,A,6000,7.9,0,0.12,N,4
33,65600,Aluguel,4,Personal,C,10600,12.99,0,0.16,N,7
22,36000,Aluguel,0,Médico,A,4000,5.42,0,0.11,N,3
24,72000,Hipoteca,5,Melhora do lar,B,8000,12.21,0,0.11,N,3
24,65000,Aluguel,2,Pagamento de débitos,B,6400,10.65,0,0.1,N,2
36,84695,Aluguel,2,Médico,A,12000,7.29,0,0.14,N,14
28,78000,Hipoteca,7,Melhora do lar,B,10000,9.91,0,0.13,N,5
25,46000,Hipoteca,4,Educativo,C,2125,12.99,0,0.05,S,2
25,72000,Hipoteca,9,Empreendimento,A,3200,6.39,0,0.04,N,4
41,70800,Aluguel,25,Empreendimento,B,10000,11.36,0,0.14,N,12
36,34000,Hipoteca,2,Personal,B,5000,10.65,0,0.15,N,15
37,50000,Hipoteca,0,Educativo,A,20000,6.17,0,0.4,N,12
25,135000,Hipoteca,4,Pagamento de débitos,C,20000,12.73,0,0.15,S,3
30,38400,Hipoteca,14,Pagamento de débitos,A,16750,7.88,0,0.44,N,5
22,50000,Aluguel,3,Médico,C,13000,12.23,0,0.26,N,3
29,43108,Aluguel,7,Empreendimento,A,7200,6.03,0,0.17,N,7
34,45000,Hipoteca,1,Pagamento de débitos,C,3800,13.16,0,0.08,S,5
29,40000,Própria,0,Médico,A,5000,5.42,0,0.13,N,5
